Document,0,1,2,3,4,5,6,7,8,9
36,0.0,0.0,0.0,0.0,0.5337299704551697,0.0,0.0,0.4636699855327606,0.0,0.0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9955700039863586,0.0,0.0
38,0.0,0.0,0.0,0.0,0.036309998482465744,0.0,0.0,0.8277400135993958,0.0,0.13335999846458435
39,0.0,0.0,0.0,0.0,0.0,0.0,0.16478000581264496,0.33103999495506287,0.5025399923324585,0.0
40,0.10700000077486038,0.0,0.0,0.8768100142478943,0.0,0.0,0.0,0.0,0.013939999975264072,0.0
41,0.0,0.0,0.0,0.6575300097465515,0.0,0.0,0.0,0.33660998940467834,0.0,0.0
42,0.0,0.0,0.0,0.9206100106239319,0.07615000009536743,0.0,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2889699935913086,0.7093200087547302
44,0.0,0.7902799844741821,0.0,0.0,0.0,0.0,0.2077299952507019,0.0,0.0,0.0
45,0.0,0.0,0.9036399722099304,0.0,0.0,0.0,0.0,0.0,0.0,0.09283000230789185
46,0.09438999742269516,0.0,0.9043300151824951,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0.0,0.0,0.9969800114631653,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.32642000913619995,0.2408600002527237,0.0,0.0,0.0,0.0,0.0,0.0,0.43062999844551086,0.0
49,0.9429600238800049,0.0,0.0,0.0,0.05324000120162964,0.0,0.0,0.0,0.0,0.0
50,0.0,0.0,0.6069300174713135,0.0,0.0,0.1280599981546402,0.0,0.0,0.2622300088405609,0.0
51,0.0,0.0,0.0,0.5966699719429016,0.0,0.0,0.0,0.39893999695777893,0.0,0.0
52,0.25102999806404114,0.0,0.0,0.7345899939537048,0.0,0.0,0.011009999550879002,0.0,0.0,0.0
53,0.0,0.5072299838066101,0.0,0.0,0.0,0.0,0.0,0.48284998536109924,0.0,0.0
54,0.2082500010728836,0.0,0.0,0.0,0.7884899973869324,0.0,0.0,0.0,0.0,0.0
55,0.0,0.0,0.0,0.8958899974822998,0.0,0.10170000046491623,0.0,0.0,0.0,0.0
56,0.996940016746521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,0.8794800043106079,0.0,0.0,0.0,0.06432999670505524,0.0,0.0,0.0,0.015420000068843365,0.03838000074028969
58,0.5590800046920776,0.0,0.0,0.0,0.0,0.43830999732017517,0.0,0.0,0.0,0.0
59,0.0,0.0,0.0,0.5047900080680847,0.0,0.0,0.0,0.4924300014972687,0.0,0.0
60,0.014000000432133675,0.0,0.0,0.14523999392986298,0.0,0.0,0.5091699957847595,0.0,0.22434000670909882,0.10615000128746033
61,0.29100000858306885,0.0,0.0,0.7071499824523926,0.0,0.0,0.0,0.0,0.0,0.0
62,0.0,0.0,0.0,0.9961199760437012,0.0,0.0,0.0,0.0,0.0,0.0
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9988200068473816,0.0
64,0.3959200084209442,0.0,0.5991100072860718,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,0.0,0.5706499814987183,0.0,0.0,0.4221799969673157,0.0,0.0,0.0,0.0,0.0
66,0.1269499957561493,0.0,0.0,0.0,0.0,0.1471800059080124,0.0,0.7239000201225281,0.0,0.0
67,0.36002999544143677,0.0,0.0,0.0,0.13300000131130219,0.37702998518943787,0.12849000096321106,0.0,0.0,0.0
68,0.0,0.0,0.1379999965429306,0.0,0.0,0.0,0.5670700073242188,0.0,0.2928999960422516,0.0
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9982799887657166,0.0
70,0.0,0.0,0.0,0.07406999915838242,0.0,0.0,0.0,0.9231100082397461,0.0,0.0
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9983800053596497,0.0
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9950100183486938,0.0,0.0
73,0.0,0.260019987821579,0.0,0.0,0.6202999949455261,0.0,0.11723999679088593,0.0,0.0,0.0
74,0.0,0.47999998927116394,0.0,0.17810000479221344,0.0,0.0,0.0,0.3371500074863434,0.0,0.0
75,0.8852699995040894,0.0,0.0,0.0,0.0,0.0,0.08166000247001648,0.0,0.0,0.02979999966919422
76,0.0,0.056279998272657394,0.0,0.0,0.0,0.0,0.0,0.9390199780464172,0.0,0.0
77,0.2521899938583374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5150099992752075,0.2286600023508072
78,0.0,0.0,0.7155399918556213,0.0,0.0,0.2813799977302551,0.0,0.0,0.0,0.0
79,0.3815799951553345,0.0,0.0,0.0,0.5954800248146057,0.0,0.019260000437498093,0.0,0.0,0.0
80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9986900091171265,0.0
81,0.3866400122642517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4980599880218506,0.11302000284194946
82,0.0,0.0,0.0,0.0,0.11711999773979187,0.8199999928474426,0.0,0.0,0.0,0.06055999919772148
83,0.32936999201774597,0.0,0.0,0.0,0.10053999722003937,0.3689500093460083,0.19955000281333923,0.0,0.0,0.0
84,0.0,0.995710015296936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,0.0,0.993369996547699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,0.0,0.0,0.0,0.0,0.0,0.9972400069236755,0.0,0.0,0.0,0.0
87,0.0,0.0,0.915440022945404,0.0,0.0,0.0,0.0,0.0,0.0,0.08263999968767166
88,0.0,0.9988200068473816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,0.0,0.0,0.0,0.0,0.9963300228118896,0.0,0.0,0.0,0.0,0.0
90,0.0,0.0,0.0,0.0,0.36059001088142395,0.6381700038909912,0.0,0.0,0.0,0.0
91,0.0,0.0,0.0,0.0,0.0,0.7630299925804138,0.0,0.0,0.23422999680042267,0.0
92,0.07433000206947327,0.0,0.0,0.0,0.2856900095939636,0.0,0.0,0.0,0.6383500099182129,0.0
93,0.6624600291252136,0.0,0.04066000133752823,0.2936899960041046,0.0,0.0,0.0,0.0,0.0,0.0
94,0.0,0.0,0.0,0.0,0.5805500149726868,0.13197000324726105,0.1573300063610077,0.0,0.128370001912117,0.0
95,0.19022999703884125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.805840015411377
96,0.320360004901886,0.3875899910926819,0.0,0.0,0.0,0.0,0.0,0.0,0.28902000188827515,0.0
97,0.44780999422073364,0.0,0.0,0.5481200218200684,0.0,0.0,0.0,0.0,0.0,0.0
98,0.9819899797439575,0.0,0.014589999802410603,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9987499713897705,0.0,0.0
100,0.24085000157356262,0.0,0.6488400101661682,0.0,0.0,0.0,0.1081399992108345,0.0,0.0,0.0
101,0.0,0.0,0.0,0.2293899953365326,0.333840012550354,0.4339500069618225,0.0,0.0,0.0,0.0
102,0.0,0.0,0.0,0.0,0.0,0.0,0.9943600296974182,0.0,0.0,0.0
103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9977899789810181,0.0
104,0.0,0.8554999828338623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13978999853134155
105,0.11558999866247177,0.0,0.0,0.0,0.0,0.14736999571323395,0.0,0.7350900173187256,0.0,0.0
106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9922999739646912,0.0
107,0.34650999307632446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6485400199890137,0.0
108,0.6192499995231628,0.37742000818252563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,0.9969000220298767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,0.9969000220298767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9962300062179565
112,0.0,0.0,0.0,0.23562000691890717,0.0,0.0,0.0,0.7614200115203857,0.0,0.0
113,0.9371100068092346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059939999133348465,0.0
114,0.5994499921798706,0.0,0.15011000633239746,0.24792000651359558,0.0,0.0,0.0,0.0,0.0,0.0
115,0.5057899951934814,0.0,0.0,0.0,0.0,0.0,0.09701000154018402,0.39476001262664795,0.0,0.0
116,0.3350299894809723,0.0,0.0,0.0,0.31237998604774475,0.10683000087738037,0.0,0.0,0.24469000101089478,0.0
117,0.7454500198364258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24865999817848206
118,0.42673999071121216,0.0,0.0,0.34981998801231384,0.0,0.2212900072336197,0.0,0.0,0.0,0.0
119,0.0,0.0,0.0,0.0,0.09869000315666199,0.0,0.0,0.8967999815940857,0.0,0.0
120,0.0,0.0,0.0,0.0,0.0,0.46498000621795654,0.0,0.0,0.5343899726867676,0.0
121,0.0,0.0,0.0,0.11856000125408173,0.16944999992847443,0.0,0.0,0.24198000133037567,0.0,0.4684399962425232
122,0.0,0.0,0.0,0.6904399991035461,0.0,0.0,0.0,0.3062500059604645,0.0,0.0
123,0.14281000196933746,0.0,0.0,0.0,0.0,0.49799999594688416,0.35752999782562256,0.0,0.0,0.0
124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9971500039100647,0.0
125,0.0,0.0,0.34536001086235046,0.0,0.0,0.0,0.3221200108528137,0.0,0.33101001381874084,0.0
126,0.0,0.0,0.0,0.0,0.0,0.0,0.9947199821472168,0.0,0.0,0.0
127,0.0,0.6935799717903137,0.0,0.0,0.0,0.0,0.0,0.30404001474380493,0.0,0.0
128,0.0,0.0,0.0,0.0,0.0,0.9963399767875671,0.0,0.0,0.0,0.0
129,0.9975500106811523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9962700009346008,0.0,0.0
131,0.17505000531673431,0.0,0.0,0.0,0.28380998969078064,0.0,0.0,0.0,0.5400300025939941,0.0
132,0.0,0.5694100260734558,0.0,0.42796000838279724,0.0,0.0,0.0,0.0,0.0,0.0
133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9974700212478638,0.0,0.0
134,0.0,0.0,0.08844999969005585,0.0,0.0,0.0,0.0,0.0,0.9101600050926208,0.0
135,0.0,0.0,0.0,0.0,0.0,0.9456800222396851,0.0,0.0,0.050680000334978104,0.0
136,0.0,0.06706999987363815,0.0,0.0,0.2478100061416626,0.5934299826622009,0.0,0.0,0.0,0.09020999819040298
137,0.20444999635219574,0.0,0.0,0.0,0.0,0.0,0.7930399775505066,0.0,0.0,0.0
138,0.09384000301361084,0.0,0.0,0.7792900204658508,0.0,0.12139999866485596,0.0,0.0,0.0,0.0
139,0.0,0.0,0.0,0.0,0.0,0.4684099853038788,0.0,0.0,0.0,0.5291500091552734
140,0.0,0.47597000002861023,0.42704999446868896,0.0,0.0,0.0,0.0,0.0,0.09283000230789185,0.0
141,0.40185999870300293,0.0,0.0,0.5053899884223938,0.0,0.0,0.0,0.0,0.09025000035762787,0.0
142,0.7841899991035461,0.0,0.0,0.0,0.0,0.0,0.0,0.03562000021338463,0.17810000479221344,0.0
143,0.0,0.0,0.0,0.671209990978241,0.0,0.0,0.0,0.32486000657081604,0.0,0.0
144,0.0,0.0,0.9969800114631653,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,0.0,0.0,0.0,0.0,0.0,0.0481100007891655,0.9480500221252441,0.0,0.0,0.0
146,0.7008100152015686,0.0,0.0,0.0,0.0,0.05835999920964241,0.0,0.0,0.23878000676631927,0.0
147,0.24607999622821808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7494800090789795,0.0
148,0.0,0.7596099972724915,0.0,0.2365099936723709,0.0,0.0,0.0,0.0,0.0,0.0
149,0.0,0.7564100027084351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24214999377727509
150,0.0,0.8796499967575073,0.0,0.11393000185489655,0.0,0.0,0.0,0.0,0.0,0.0
151,0.0,0.024460000917315483,0.0,0.18986999988555908,0.0,0.0,0.0,0.7842599749565125,0.0,0.0
152,0.0,0.0,0.0,0.0,0.0,0.2926900088787079,0.7053999900817871,0.0,0.0,0.0
153,0.0,0.0,0.0,0.0,0.057190001010894775,0.541890025138855,0.0,0.0,0.0,0.3993000090122223
154,0.0,0.0,0.0,0.28216999769210815,0.0,0.0,0.0,0.0,0.6851999759674072,0.031069999560713768
155,0.5838000178337097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4133700132369995
156,0.8033599853515625,0.1945900022983551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,0.0,0.0,0.0,0.9961199760437012,0.0,0.0,0.0,0.0,0.0,0.0
158,0.0,0.0,0.6416800022125244,0.0,0.0,0.0,0.0,0.0,0.056370001286268234,0.29611000418663025
159,0.0,0.0,0.0,0.0,0.0,0.0,0.058090001344680786,0.0,0.0,0.9380499720573425
160,0.0,0.5276399850845337,0.0,0.0,0.14610999822616577,0.32429999113082886,0.0,0.0,0.0,0.0
161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9480400085449219,0.0508200004696846
162,0.0,0.0,0.0,0.0,0.8938300013542175,0.0,0.0,0.0,0.0,0.10209000110626221
163,0.0,0.0,0.0,0.0,0.9284300208091736,0.0,0.0,0.06346999853849411,0.0,0.0
164,0.11535999923944473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8811500072479248
165,0.0,0.0,0.15627999603748322,0.0,0.0,0.8404899835586548,0.0,0.0,0.0,0.0
166,0.0,0.0,0.0,0.2480199933052063,0.0,0.0,0.0,0.0,0.0,0.7487199902534485
167,0.0,0.25505998730659485,0.0,0.0,0.0,0.0,0.0,0.7401900291442871,0.0,0.0
168,0.0,0.0,0.0,0.0,0.0,0.9969300031661987,0.0,0.0,0.0,0.0
169,0.0,0.0,0.0,0.0,0.0,0.13152000308036804,0.0,0.4643299877643585,0.0,0.4006499946117401
170,0.23715999722480774,0.0,0.0,0.0,0.0,0.0,0.7424499988555908,0.017899999395012856,0.0,0.0
171,0.0,0.0,0.0,0.0,0.0,0.7870399951934814,0.0,0.21005000174045563,0.0,0.0
172,0.0,0.020829999819397926,0.0,0.0,0.12695999443531036,0.0,0.0,0.8501600027084351,0.0,0.0
173,0.0,0.0,0.0,0.0,0.0,0.1834300011396408,0.0,0.0,0.0,0.8136699795722961
174,0.8712999820709229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12409000098705292,0.0
175,0.422650009393692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5752900242805481,0.0
176,0.0,0.0,0.0,0.5876700282096863,0.0,0.0,0.0,0.0,0.40724000334739685,0.0
177,0.16457000374794006,0.2730399966239929,0.0,0.0,0.242249995470047,0.25088000297546387,0.0,0.0,0.06820999830961227,0.0
178,0.912880003452301,0.0,0.0,0.0846799984574318,0.0,0.0,0.0,0.0,0.0,0.0
179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9969499707221985,0.0,0.0
180,0.0,0.0,0.0,0.0,0.0,0.0,0.18312999606132507,0.814050018787384,0.0,0.0
181,0.0,0.0,0.9963399767875671,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,0.0,0.0,0.0,0.5237100124359131,0.0,0.0,0.0,0.47391998767852783,0.0,0.0
183,0.9946200251579285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,0.3885599970817566,0.12746000289916992,0.2828499972820282,0.0,0.0,0.0,0.0,0.0,0.19978000223636627,0.0
185,0.0,0.6234599947929382,0.0,0.07765000313520432,0.0,0.0,0.0,0.06262999773025513,0.23507000505924225,0.0
186,0.18519000709056854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8130300045013428
187,0.0,0.0,0.0,0.0,0.0,0.5365099906921387,0.0,0.0,0.0,0.46198999881744385
188,0.0,0.0,0.0,0.012860000133514404,0.9818599820137024,0.0,0.0,0.0,0.0,0.0
189,0.0,0.4984300136566162,0.0,0.39838001132011414,0.0,0.09946999698877335,0.0,0.0,0.0,0.0
190,0.0,0.0,0.0,0.0,0.0,0.24948999285697937,0.0,0.7493600249290466,0.0,0.0
191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9984800219535828,0.0
192,0.0,0.7020699977874756,0.0,0.0,0.0,0.0,0.0,0.2959200143814087,0.0,0.0
193,0.0,0.0,0.0,0.0,0.0,0.9970499873161316,0.0,0.0,0.0,0.0
194,0.0,0.0,0.0,0.0,0.0,0.4956499934196472,0.0,0.5026999711990356,0.0,0.0
195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9975600242614746,0.0
196,0.416269987821579,0.0,0.0,0.0,0.11298999935388565,0.10437999665737152,0.36469998955726624,0.0,0.0,0.0
197,0.0,0.9952899813652039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,0.0,0.9922999739646912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,0.0,0.995140016078949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,0.0,0.9965000152587891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,0.0,0.8898000121116638,0.0,0.10716000199317932,0.0,0.0,0.0,0.0,0.0,0.0
202,0.0,0.0,0.0,0.0,0.0,0.5366600155830383,0.0,0.4617699980735779,0.0,0.0
203,0.9972699880599976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,0.2500700056552887,0.0,0.04357000067830086,0.0,0.0,0.0,0.13064999878406525,0.0,0.5743600130081177,0.0
205,0.789900004863739,0.20712000131607056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,0.3386499881744385,0.0,0.0,0.08073999732732773,0.0,0.5759400129318237,0.0,0.0,0.0,0.0
207,0.0,0.5319799780845642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4615800082683563
208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9480400085449219,0.05081000179052353
209,0.5290499925613403,0.0,0.0,0.0,0.0,0.04055999964475632,0.1941400021314621,0.0,0.23443999886512756,0.0
210,0.8737300038337708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12171000242233276
211,0.0,0.0,0.0,0.0,0.06453000009059906,0.0,0.34999001026153564,0.5836899876594543,0.0,0.0
212,0.0,0.0,0.0,0.8452600240707397,0.0,0.1509000062942505,0.0,0.0,0.0,0.0
213,0.0,0.0,0.12245000153779984,0.0,0.0,0.0,0.0,0.0,0.0,0.8729599714279175
214,0.0,0.0,0.0,0.7267900109291077,0.0,0.2713199853897095,0.0,0.0,0.0,0.0
215,0.0,0.0,0.0,0.4296700060367584,0.0,0.5297899842262268,0.038920000195503235,0.0,0.0,0.0
216,0.0,0.0,0.0,0.0,0.5169900059700012,0.0,0.05773000046610832,0.4135200083255768,0.0,0.010499999858438969
217,0.0,0.0,0.0,0.0,0.0,0.9979100227355957,0.0,0.0,0.0,0.0
218,0.39722999930381775,0.0,0.0,0.0,0.0,0.6000099778175354,0.0,0.0,0.0,0.0
219,0.0,0.9927700161933899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,0.0,0.0,0.0,0.0,0.0,0.36768999695777893,0.0,0.5398399829864502,0.0,0.08918000012636185
221,0.0,0.0,0.0,0.0,0.05973000079393387,0.0,0.7397000193595886,0.0,0.10299000144004822,0.09623000025749207
222,0.0,0.703279972076416,0.0,0.11604999750852585,0.0,0.0,0.0,0.17656999826431274,0.0,0.0
223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9955199956893921
224,0.0,0.0,0.0,0.0,0.0,0.9983199834823608,0.0,0.0,0.0,0.0
225,0.0,0.0,0.0,0.0,0.7405800223350525,0.0,0.04972999915480614,0.1593800038099289,0.046939998865127563,0.0
226,0.0,0.12033999711275101,0.0,0.0,0.0,0.0,0.0,0.8757500052452087,0.0,0.0
227,0.9960299730300903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,0.0,0.0,0.2735599875450134,0.4803699851036072,0.0,0.0,0.0,0.0,0.24382999539375305,0.0
229,0.0,0.7298600077629089,0.0,0.26833000779151917,0.0,0.0,0.0,0.0,0.0,0.0
230,0.21051999926567078,0.0,0.0,0.0,0.1570100039243698,0.10276000201702118,0.0,0.0,0.5284199714660645,0.0
231,0.8422099947929382,0.03027000091969967,0.0,0.0,0.0,0.0,0.0,0.12392999976873398,0.0,0.0
232,0.0,0.9957900047302246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,0.13241000473499298,0.8115100264549255,0.0,0.0,0.0,0.0,0.0,0.0,0.05364999920129776,0.0
234,0.0,0.0,0.0,0.4459500014781952,0.0,0.5485299825668335,0.0,0.0,0.0,0.0
235,0.0,0.0,0.0,0.0,0.0,0.0,0.9986000061035156,0.0,0.0,0.0
236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.497189998626709,0.5011100172996521,0.0
237,0.0,0.0,0.0,0.0,0.778689980506897,0.19008000195026398,0.0,0.028960000723600388,0.0,0.0
238,0.0,0.9933800101280212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,0.0,0.9925400018692017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,0.0,0.0,0.0,0.2563000023365021,0.0,0.0,0.0,0.14597000181674957,0.0,0.5912399888038635
241,0.0,0.0,0.0,0.0,0.4460200071334839,0.0,0.0,0.5506399869918823,0.0,0.0
242,0.0,0.0,0.0,0.47394001483917236,0.0,0.0,0.0,0.0,0.5250200033187866,0.0
243,0.0,0.2375900000333786,0.0,0.0,0.0,0.0,0.0,0.7611200213432312,0.0,0.0
244,0.0,0.7093899846076965,0.0,0.0,0.0,0.0,0.28773000836372375,0.0,0.0,0.0
245,0.6579499840736389,0.0,0.0,0.0,0.0,0.0,0.0,0.2577899992465973,0.08174999803304672,0.0
246,0.031069999560713768,0.0,0.0,0.0,0.3849300146102905,0.5815799832344055,0.0,0.0,0.0,0.0
247,0.0,0.9498699903488159,0.0,0.04552999883890152,0.0,0.0,0.0,0.0,0.0,0.0
248,0.9963200092315674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,0.7650700211524963,0.0,0.0,0.0422700010240078,0.0,0.0,0.19064000248908997,0.0,0.0,0.0
250,0.29374998807907104,0.0,0.0,0.0,0.0,0.0,0.5514500141143799,0.0,0.15296000242233276,0.0
251,0.0,0.0,0.0,0.9964900016784668,0.0,0.0,0.0,0.0,0.0,0.0
252,0.42489001154899597,0.0,0.0,0.021460000425577164,0.0,0.0,0.0,0.5497000217437744,0.0,0.0
253,0.2592400014400482,0.0,0.0,0.7369899749755859,0.0,0.0,0.0,0.0,0.0,0.0
254,0.8937000036239624,0.0,0.0,0.0,0.1017799973487854,0.0,0.0,0.0,0.0,0.0
255,0.0,0.0,0.1879200041294098,0.0,0.0,0.0,0.0,0.0,0.809719979763031,0.0
256,0.5090699791908264,0.0,0.0,0.0,0.48715999722480774,0.0,0.0,0.0,0.0,0.0
257,0.28999000787734985,0.16425000131130219,0.0,0.0,0.0,0.0,0.0,0.0,0.5442299842834473,0.0
258,0.10865999758243561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8885899782180786
259,0.0,0.0,0.264849990606308,0.6526299715042114,0.0,0.0,0.0,0.0,0.08116000145673752,0.0
260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.998769998550415,0.0
261,0.6060100197792053,0.0,0.0,0.0,0.0,0.0,0.390390008687973,0.0,0.0,0.0
262,0.07581000030040741,0.0,0.0,0.0,0.0,0.9190899729728699,0.0,0.0,0.0,0.0
263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9962999820709229,0.0,0.0
