Document,0,1,2,3,4,5,6,7,8,9
58,0.9923999905586243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,0.0,0.09520000219345093,0.0,0.029109999537467957,0.010339999571442604,0.05567999929189682,0.015270000323653221,0.7451199889183044,0.037629999220371246,0.0
60,0.4097200036048889,0.04579000174999237,0.013170000165700912,0.0147299999371171,0.034790001809597015,0.030500000342726707,0.015130000188946724,0.04374000057578087,0.3858500123023987,0.0
61,0.5335900187492371,0.10693000257015228,0.0,0.021609999239444733,0.029510000720620155,0.013129999861121178,0.0,0.16218000650405884,0.12664000689983368,0.0
62,0.0,0.9587799906730652,0.0,0.0,0.0,0.0,0.0,0.012210000306367874,0.0,0.010440000332891941
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9966800212860107,0.0
64,0.8083299994468689,0.0,0.0,0.03539000079035759,0.0,0.06357000023126602,0.013240000233054161,0.01800999976694584,0.02686000056564808,0.02986999973654747
65,0.0,0.6450899839401245,0.0,0.0,0.3355900049209595,0.0,0.0,0.0,0.0,0.0
66,0.725409984588623,0.0,0.0,0.0,0.0,0.0,0.0,0.268779993057251,0.0,0.0
67,0.9945200085639954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,0.37661001086235046,0.04461999982595444,0.01283000037074089,0.0,0.025289999321103096,0.010569999925792217,0.0,0.028230000287294388,0.46022000908851624,0.040539998561143875
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9951500296592712,0.0
70,0.26006001234054565,0.0,0.0,0.0,0.0,0.0,0.0,0.6620399951934814,0.07221999764442444,0.0
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9954299926757812,0.0
72,0.11145000159740448,0.0,0.0,0.023730000481009483,0.0,0.0328500010073185,0.0,0.7493600249290466,0.07607000321149826,0.0
73,0.11872000247240067,0.37217000126838684,0.0,0.03320999816060066,0.3531799912452698,0.032510001212358475,0.0,0.0,0.043549999594688416,0.04464000090956688
74,0.0,0.7365300059318542,0.044280000030994415,0.031120000407099724,0.01995999924838543,0.0537399984896183,0.04809999838471413,0.05823000147938728,0.0,0.0
75,0.9278799891471863,0.0,0.01027000043541193,0.0,0.021369999274611473,0.0,0.0,0.011429999954998493,0.013700000010430813,0.01075000036507845
76,0.0,0.20010000467300415,0.0,0.0,0.0,0.0,0.0,0.7874000072479248,0.0,0.0
77,0.4532800018787384,0.0,0.0,0.0,0.0,0.0,0.026159999892115593,0.0266100000590086,0.45142000913619995,0.03506999835371971
78,0.2308499962091446,0.24208000302314758,0.06919000297784805,0.07953000068664551,0.0,0.028300000354647636,0.01769999973475933,0.014709999784827232,0.040720000863075256,0.2761699855327606
79,0.6501399874687195,0.10553000122308731,0.07639999687671661,0.0,0.0,0.1261499971151352,0.0,0.0,0.03585999831557274,0.0
80,0.1113400012254715,0.050289999693632126,0.0,0.0,0.0,0.019600000232458115,0.0,0.06254000216722488,0.7403200268745422,0.0
81,0.6198700070381165,0.0,0.0,0.0,0.0,0.010850000195205212,0.0,0.0,0.35620999336242676,0.0
82,0.8700699806213379,0.0,0.0,0.0,0.01228999998420477,0.04332999885082245,0.0,0.017270000651478767,0.038770001381635666,0.015169999562203884
83,0.9660500288009644,0.0,0.0,0.0,0.015699999406933784,0.0,0.0,0.0,0.0,0.0
84,0.0,0.9602500200271606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029589999467134476
85,0.2246599942445755,0.27691999077796936,0.05640999972820282,0.04780999943614006,0.034790001809597015,0.0,0.0,0.30910998582839966,0.023749999701976776,0.023919999599456787
86,0.4800199866294861,0.10817000269889832,0.0,0.0,0.051020000129938126,0.04562000185251236,0.033799998462200165,0.12090999633073807,0.1335200071334839,0.02573000080883503
87,0.21910999715328217,0.46358999609947205,0.01793999969959259,0.06311000138521194,0.013439999893307686,0.04366999864578247,0.04675000160932541,0.03178999945521355,0.041179999709129333,0.05942000076174736
88,0.0,0.91948002576828,0.0,0.020600000396370888,0.018859999254345894,0.01286999974399805,0.0,0.011950000189244747,0.0,0.014589999802410603
89,0.30601000785827637,0.0,0.0,0.0,0.5935199856758118,0.0,0.0,0.09339000284671783,0.0,0.0
90,0.6194400191307068,0.1826000064611435,0.0,0.025539999827742577,0.017729999497532845,0.024150000885128975,0.010850000195205212,0.029410000890493393,0.08354000002145767,0.0
91,0.17778000235557556,0.07917000353336334,0.031860001385211945,0.0656299963593483,0.03384000062942505,0.08614999800920486,0.09470999985933304,0.11288999766111374,0.22922000288963318,0.08874999731779099
92,0.7129600048065186,0.0,0.0,0.0,0.01964000053703785,0.0,0.0,0.0,0.2549700140953064,0.0
93,0.8751400113105774,0.050200000405311584,0.0,0.0,0.012059999629855156,0.0,0.0,0.030009999871253967,0.01882000081241131,0.0
94,0.7153000235557556,0.0,0.0,0.04002000018954277,0.15645000338554382,0.020109999924898148,0.0,0.02401999942958355,0.041200000792741776,0.0
95,0.577750027179718,0.0,0.0553399994969368,0.04148000106215477,0.10526999831199646,0.09006000310182571,0.03602999821305275,0.0,0.04317000135779381,0.04749000072479248
96,0.6788899898529053,0.12437999993562698,0.0,0.0,0.010879999957978725,0.034380000084638596,0.04650000110268593,0.054260000586509705,0.035440001636743546,0.013450000435113907
97,0.7192699909210205,0.11599999666213989,0.0,0.07254999876022339,0.0,0.0,0.03821000084280968,0.047690000385046005,0.0,0.0
98,0.9810900092124939,0.0,0.01001999992877245,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,0.0,0.0,0.0,0.0,0.026009999215602875,0.0,0.0,0.9550399780273438,0.0,0.0
100,0.6200299859046936,0.016130000352859497,0.011859999969601631,0.0,0.0,0.021220000460743904,0.0,0.0,0.2794100046157837,0.03435000032186508
101,0.9086999893188477,0.0,0.0,0.018039999529719353,0.029729999601840973,0.03102000057697296,0.0,0.0,0.0,0.0
102,0.13054999709129333,0.0,0.0,0.0,0.11744000017642975,0.0,0.08251000195741653,0.0,0.6602299809455872,0.0
103,0.28481000661849976,0.0,0.0,0.0,0.0,0.0,0.0,0.01092000026255846,0.7002300024032593,0.0
104,0.0,0.7802199721336365,0.0,0.0,0.0,0.0,0.0,0.0,0.04493999853730202,0.16404999792575836
105,0.7624199986457825,0.0,0.0,0.0,0.0,0.0,0.0,0.23183000087738037,0.0,0.0
106,0.013140000402927399,0.0,0.010889999568462372,0.0,0.01641000062227249,0.0,0.014519999735057354,0.012520000338554382,0.9152799844741821,0.0
107,0.5742599964141846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41335999965667725,0.0
108,0.7742800116539001,0.0,0.011490000411868095,0.0,0.011640000157058239,0.13975000381469727,0.0,0.030309999361634254,0.018619999289512634,0.010579999536275864
109,0.9553200006484985,0.0,0.0,0.0,0.011309999972581863,0.0,0.0,0.0,0.02735999971628189,0.0
110,0.9389500021934509,0.0213600005954504,0.010569999925792217,0.0,0.0,0.0,0.0,0.0,0.0,0.01600000075995922
111,0.15714000165462494,0.2750900089740753,0.0,0.0,0.0,0.0,0.0,0.0,0.15982000529766083,0.40283000469207764
112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9905499815940857,0.0,0.0
113,0.979200005531311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013419999741017818,0.0
114,0.8140199780464172,0.0,0.0,0.0,0.030729999765753746,0.0,0.0,0.0,0.12469000369310379,0.017580000683665276
115,0.7324000000953674,0.0,0.0,0.07235000282526016,0.0,0.01988000050187111,0.0,0.03590000048279762,0.017069999128580093,0.11123999953269958
116,0.7977200150489807,0.056120000779628754,0.0,0.021290000528097153,0.019220000132918358,0.013570000417530537,0.01510000042617321,0.0,0.05922999978065491,0.01689000055193901
117,0.8659800291061401,0.0,0.0,0.0,0.0,0.018069999292492867,0.10174000263214111,0.0,0.0,0.0
118,0.807449996471405,0.0,0.01549999974668026,0.043800000101327896,0.0,0.0,0.0,0.0,0.10151000320911407,0.02776999957859516
119,0.0,0.13218000531196594,0.0,0.0,0.014059999957680702,0.017100000753998756,0.0,0.8087000250816345,0.0,0.01947999931871891
120,0.0,0.06420999765396118,0.0,0.01486000046133995,0.0175199992954731,0.0436599999666214,0.020080000162124634,0.03432000055909157,0.7698799967765808,0.02549000084400177
121,0.14372000098228455,0.22565999627113342,0.012179999612271786,0.0,0.0,0.0723700001835823,0.0,0.4174099862575531,0.08754000067710876,0.025839999318122864
122,0.0,0.0350399985909462,0.0,0.04433000087738037,0.0,0.03142999857664108,0.0,0.8713300228118896,0.0,0.011819999665021896
123,0.9945700168609619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,0.0,0.0,0.04631999880075455,0.016049999743700027,0.0,0.049150001257658005,0.0,0.0,0.8823599815368652,0.0
125,0.15626999735832214,0.0,0.0,0.0,0.0,0.0,0.011389999650418758,0.03280000016093254,0.7965499758720398,0.0
126,0.0,0.25360000133514404,0.0798100009560585,0.0,0.05112000182271004,0.10470999777317047,0.04645000025629997,0.0,0.23051999509334564,0.22755999863147736
127,0.05283999815583229,0.7356600165367126,0.0,0.0,0.0,0.051569998264312744,0.0,0.11997999995946884,0.0,0.030330000445246696
128,0.9526600241661072,0.01641000062227249,0.0,0.016489999368786812,0.0,0.0,0.0,0.0,0.0,0.0
129,0.9937000274658203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9893500208854675,0.0,0.0
131,0.5738300085067749,0.0,0.0,0.01655000075697899,0.013919999822974205,0.02776000089943409,0.0,0.0,0.3613300025463104,0.0
132,0.0,0.9919999837875366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,0.13952000439167023,0.0,0.0,0.0,0.0,0.0,0.0,0.8549699783325195,0.0,0.0
134,0.11260999739170074,0.0,0.01924999989569187,0.0,0.0,0.0,0.0,0.0,0.8145400285720825,0.046859998255968094
135,0.27695000171661377,0.17789000272750854,0.039250001311302185,0.1267700046300888,0.047589998692274094,0.11548999696969986,0.0,0.033720001578330994,0.14553000032901764,0.03604999929666519
136,0.778439998626709,0.14098000526428223,0.0,0.0,0.019339999184012413,0.0,0.010859999805688858,0.0,0.0,0.03320999816060066
137,0.6039400100708008,0.1349399983882904,0.0,0.0,0.0,0.0,0.1722099930047989,0.062139999121427536,0.0,0.023110000416636467
138,0.28286001086235046,0.32868000864982605,0.0,0.0,0.0,0.0,0.0,0.37564000487327576,0.0,0.0
139,0.0,0.20604999363422394,0.0,0.025830000638961792,0.0,0.0,0.022830000147223473,0.04574999958276749,0.0,0.6860499978065491
140,0.0,0.5593699812889099,0.0,0.0,0.0,0.0,0.0,0.0,0.42838001251220703,0.0
141,0.8399800062179565,0.0,0.0,0.0,0.0,0.013419999741017818,0.0,0.02792000025510788,0.1060900017619133,0.0
142,0.8271700143814087,0.0,0.0,0.051100000739097595,0.0,0.0,0.0,0.0904499962925911,0.026850000023841858,0.0
143,0.14027999341487885,0.037709999829530716,0.0,0.02054000087082386,0.0,0.0,0.02345000021159649,0.7515199780464172,0.022430000826716423,0.0
144,0.0821399986743927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8285300135612488,0.08403000235557556
145,0.5723900198936462,0.0,0.012470000423491001,0.022929999977350235,0.23489999771118164,0.019990000873804092,0.0,0.0,0.13220000267028809,0.0
146,0.8348600268363953,0.02607000060379505,0.01486000046133995,0.0,0.01281999982893467,0.0,0.0,0.0,0.08902999758720398,0.012749999761581421
147,0.6371600031852722,0.0,0.0,0.0,0.02054000087082386,0.0,0.02280000038444996,0.0,0.31053000688552856,0.0
148,0.0,0.7548999786376953,0.0,0.05933000147342682,0.0,0.08821000158786774,0.0,0.06627000123262405,0.02457999996840954,0.0
149,0.09604000300168991,0.5883200168609619,0.0175199992954731,0.07147999852895737,0.015690000727772713,0.03540999814867973,0.0,0.014519999735057354,0.03034999966621399,0.13040000200271606
150,0.0,0.9241799712181091,0.0,0.0,0.039090000092983246,0.0,0.020360000431537628,0.0,0.0,0.0
151,0.11215999722480774,0.3253999948501587,0.0,0.05119000002741814,0.08263000100851059,0.06905999779701233,0.06977000087499619,0.20207999646663666,0.06259000301361084,0.01592000015079975
152,0.960319995880127,0.0,0.0,0.010209999978542328,0.0,0.0,0.0251499991863966,0.0,0.0,0.0
153,0.7546700239181519,0.11937999725341797,0.0,0.0,0.0,0.02298000082373619,0.0,0.0,0.10001000016927719,0.0
154,0.05138000100851059,0.036479998379945755,0.0,0.02078999951481819,0.0,0.029109999537467957,0.0,0.0,0.8341500163078308,0.021649999544024467
155,0.8858500123023987,0.0,0.0,0.024550000205636024,0.0,0.0,0.0,0.05892999842762947,0.0,0.010649999603629112
156,0.8816199898719788,0.02071000076830387,0.0528700016438961,0.0,0.0,0.01432000007480383,0.0,0.0,0.0,0.020179999992251396
157,0.0,0.9592900276184082,0.0,0.0,0.0,0.0,0.0,0.012210000306367874,0.0,0.010440000332891941
158,0.15791000425815582,0.017570000141859055,0.015650000423192978,0.0,0.0,0.0,0.010099999606609344,0.0,0.7185400128364563,0.06983999907970428
159,0.12532000243663788,0.017740000039339066,0.0,0.05741000175476074,0.09940999746322632,0.0,0.0,0.06960000097751617,0.4121200144290924,0.2159299999475479
160,0.6334199905395508,0.25821998715400696,0.0,0.022520000115036964,0.055709999054670334,0.0,0.0,0.027000000700354576,0.0,0.0
161,0.0,0.0,0.0,0.0,0.0,0.011640000157058239,0.0,0.0,0.9712399840354919,0.0
162,0.4331299960613251,0.20695999264717102,0.13062000274658203,0.09237000346183777,0.046390000730752945,0.0,0.023760000243782997,0.0,0.0,0.06261000037193298
163,0.0,0.16238999366760254,0.04173000156879425,0.0,0.0,0.0,0.0,0.4612700045108795,0.27230000495910645,0.048489999026060104
164,0.41620001196861267,0.1949400007724762,0.0,0.0678199976682663,0.10334999859333038,0.06735000014305115,0.0487699992954731,0.0,0.08551999926567078,0.014050000347197056
165,0.8903399705886841,0.0,0.016519999131560326,0.01868000067770481,0.011359999887645245,0.01307000033557415,0.0,0.017470000311732292,0.02092999964952469,0.0
166,0.07632999867200851,0.36267000436782837,0.0,0.021139999851584435,0.013989999890327454,0.0,0.01508999988436699,0.0,0.0,0.5067300200462341
167,0.06864000111818314,0.1899999976158142,0.0,0.013790000230073929,0.0,0.06261999905109406,0.0,0.6582099795341492,0.0,0.0
168,0.5376099944114685,0.3041599988937378,0.0,0.0,0.06509000062942505,0.047940000891685486,0.0,0.0,0.025830000638961792,0.01655000075697899
169,0.09589000046253204,0.0,0.0,0.022420000284910202,0.0,0.0,0.0,0.8622900247573853,0.0,0.012070000171661377
170,0.785040020942688,0.0,0.0,0.0,0.0,0.0362900011241436,0.0,0.0,0.16482999920845032,0.0
171,0.0,0.12008000165224075,0.0,0.0,0.0,0.0,0.0,0.27709999680519104,0.0,0.5959299802780151
172,0.0,0.1927500069141388,0.0,0.0,0.0,0.0,0.0,0.7605500221252441,0.02655000053346157,0.0
173,0.01375999953597784,0.5409200191497803,0.0,0.03790000081062317,0.03187999874353409,0.0681999996304512,0.01759999990463257,0.0,0.0,0.28687000274658203
174,0.8618900179862976,0.0,0.0,0.019109999760985374,0.01858999952673912,0.0,0.0,0.0,0.07257000356912613,0.020490000024437904
175,0.6368600130081177,0.0,0.0,0.0,0.0,0.018459999933838844,0.0,0.0,0.3400599956512451,0.0
176,0.0,0.5687900185585022,0.014680000022053719,0.0,0.0,0.0,0.0,0.03700000047683716,0.3686400055885315,0.0
177,0.7225499749183655,0.25760000944137573,0.0,0.0,0.0,0.0,0.0,0.0,0.016450000926852226,0.0
178,0.9765099883079529,0.0,0.0,0.0,0.0,0.0,0.0,0.010470000095665455,0.0,0.0
179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.991349995136261,0.0,0.0
180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9912700057029724,0.0,0.0
181,0.11686000227928162,0.0,0.0,0.056120000779628754,0.0,0.05104999989271164,0.0,0.0,0.7414900064468384,0.029759999364614487
182,0.032510001212358475,0.1367799937725067,0.0,0.0,0.01128000020980835,0.0,0.0,0.660860002040863,0.1555500030517578,0.0
183,0.9862099885940552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,0.7451599836349487,0.09224999696016312,0.015549999661743641,0.01662999950349331,0.0,0.028759999200701714,0.03221999853849411,0.0,0.0451200008392334,0.023189999163150787
185,0.0,0.7327899932861328,0.0,0.02800999954342842,0.02476000040769577,0.047040000557899475,0.0,0.09855999797582626,0.022059999406337738,0.04052000120282173
186,0.6282899975776672,0.09307999908924103,0.02785000018775463,0.028449999168515205,0.0,0.03888000175356865,0.02246999926865101,0.01193000003695488,0.14797000586986542,0.0
187,0.14473000168800354,0.14980000257492065,0.0,0.0,0.0,0.0319099985063076,0.0,0.0,0.05438999831676483,0.6172500252723694
188,0.669409990310669,0.0,0.0,0.0,0.31738999485969543,0.0,0.0,0.0,0.0,0.0
189,0.1385200023651123,0.5450999736785889,0.03889999911189079,0.012450000271201134,0.013580000028014183,0.0362900011241436,0.0,0.0,0.1907999962568283,0.022029999643564224
190,0.0,0.28365999460220337,0.025949999690055847,0.0532200001180172,0.019339999184012413,0.01720999926328659,0.03731999918818474,0.16960999369621277,0.03460000082850456,0.35826000571250916
191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9957600235939026,0.0
192,0.0,0.6716399788856506,0.0,0.0,0.0,0.0,0.0,0.32300999760627747,0.0,0.0
193,0.7934100031852722,0.14924000203609467,0.0,0.0,0.0,0.03133000060915947,0.0,0.0,0.012380000203847885,0.0
194,0.03367000073194504,0.028379999101161957,0.0,0.03409000113606453,0.0,0.04544999822974205,0.0,0.7873600125312805,0.03765000030398369,0.03232000023126602
195,0.06055000051856041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9342300295829773,0.0
196,0.9071300029754639,0.0,0.0,0.0,0.03376000002026558,0.05398999899625778,0.0,0.0,0.0,0.0
197,0.0,0.8827900290489197,0.0,0.0,0.012839999981224537,0.0,0.0,0.09436000138521194,0.0,0.0
198,0.0,0.9797899723052979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,0.0,0.9727799892425537,0.0,0.0,0.0,0.0,0.0,0.0,0.01592000015079975,0.0
200,0.0,0.8370100259780884,0.0,0.0,0.0,0.0,0.0,0.10514000058174133,0.030260000377893448,0.021719999611377716
201,0.0,0.9909499883651733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,0.0,0.05177000164985657,0.03686999902129173,0.056620001792907715,0.04433000087738037,0.027939999476075172,0.010639999993145466,0.7003700137138367,0.013609999790787697,0.056620001792907715
203,0.8736900091171265,0.0,0.02913999930024147,0.0,0.0,0.06731999665498734,0.0,0.0,0.0,0.017249999567866325
204,0.2847299873828888,0.0,0.02590000070631504,0.0,0.010200000368058681,0.0,0.0,0.027329999953508377,0.6489800214767456,0.0
205,0.7797099947929382,0.19800999760627747,0.015780000016093254,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,0.9843400120735168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,0.0,0.7322700023651123,0.0,0.0,0.024310000240802765,0.0,0.0,0.17712999880313873,0.0,0.05291000008583069
208,0.0,0.0,0.0,0.0,0.0,0.011640000157058239,0.0,0.0,0.9712399840354919,0.0
209,0.6141800284385681,0.03361999988555908,0.0,0.021309999749064445,0.0,0.0282600000500679,0.0,0.0,0.29919999837875366,0.0
210,0.9103400111198425,0.0,0.012919999659061432,0.033160001039505005,0.0,0.0,0.0,0.01606000028550625,0.02037999965250492,0.0
211,0.02112000063061714,0.08656000345945358,0.0,0.011250000447034836,0.0464400015771389,0.018200000748038292,0.01607999950647354,0.7472500205039978,0.025679999962449074,0.019950000569224358
212,0.02865000069141388,0.4695099890232086,0.0,0.09387999773025513,0.02686999924480915,0.07077000290155411,0.043150000274181366,0.03863999992609024,0.088189996778965,0.13955000042915344
213,0.19550999999046326,0.3511599898338318,0.0,0.013869999907910824,0.0,0.02500000037252903,0.02979999966919422,0.04874999821186066,0.023600000888109207,0.31029999256134033
