Document,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
12,0.0,0.0,0.011710000224411488,0.0,0.0,0.0,0.0,0.0,0.09640999883413315,0.0,0.016380000859498978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012160000391304493,0.0,0.0,0.0,0.0,0.0284000001847744,0.0,0.0,0.010859999805688858,0.0,0.0,0.0,0.0,0.0,0.014919999986886978,0.0,0.012419999577105045,0.0,0.0,0.016979999840259552,0.0,0.0,0.0,0.0,0.0,0.0,0.3540300130844116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010219999589025974,0.0,0.0,0.0,0.032430000603199005,0.012149999849498272,0.0,0.017249999567866325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11604999750852585,0.0,0.036159999668598175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019120000302791595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017160000279545784,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2707799971103668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0465800017118454,0.0,0.045889999717473984,0.0,0.0,0.0,0.0,0.01840999908745289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04910000041127205,0.0,0.0,0.0,0.0,0.0,0.14151999354362488,0.0,0.0,0.0,0.0,0.04602999985218048,0.0,0.0,0.0,0.0,0.0,0.05211000144481659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04574999958276749,0.0,0.0,0.04462999850511551,0.0,0.0465800017118454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045979999005794525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22190000116825104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03637000173330307,0.0,0.0,0.10283999890089035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29451999068260193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011509999632835388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.027820000424981117,0.0,0.07726000249385834,0.0,0.029179999604821205,0.0,0.0,0.0163199994713068,0.0,0.0,0.0,0.0,0.038040000945329666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016899999231100082,0.0,0.0,0.03254000097513199,0.01948999986052513,0.21477000415325165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2452699989080429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018279999494552612,0.03395000100135803,0.048489999026060104,0.01432000007480383,0.016720000654459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01727999933063984,0.0,0.0,0.0,0.0,0.0,0.016259999945759773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04623999819159508,0.0,0.016249999403953552,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11789999902248383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10247000306844711,0.0,0.0,0.0,0.08888000249862671,0.17038999497890472,0.0,0.0,0.0,0.0,0.0,0.0,0.06481999903917313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03533000126481056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03553000092506409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02621000073850155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0384100005030632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024730000644922256,0.0,0.2142000049352646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.02459999918937683,0.0,0.0,0.0,0.3305099904537201,0.0,0.0,0.0,0.0,0.0,0.024609999731183052,0.0,0.0,0.03280000016093254,0.0,0.0,0.0,0.0,0.0,0.0,0.02484999969601631,0.0,0.0,0.0,0.0,0.0,0.025510000064969063,0.04853000119328499,0.0,0.0,0.0,0.04682999849319458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043880000710487366,0.024870000779628754,0.0,0.0,0.0,0.0,0.0,0.0,0.10659000277519226,0.0,0.0,0.0,0.0,0.0,0.02459999918937683,0.0,0.0,0.0,0.06532999873161316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024779999628663063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02483000047504902,0.0,0.0,0.0,0.041039999574422836
18,0.0413299985229969,0.0,0.0,0.0,0.0,0.28786998987197876,0.0,0.0,0.04596000164747238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012670000083744526,0.0,0.0,0.0,0.012439999729394913,0.011710000224411488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011470000259578228,0.37595000863075256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013580000028014183,0.0,0.0,0.0,0.010219999589025974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03198999911546707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01510000042617321,0.0,0.0,0.0,0.018230000510811806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05313999950885773,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.020360000431537628,0.0,0.0,0.483489990234375,0.0,0.0,0.0,0.0,0.0,0.018330000340938568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03663000091910362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20232999324798584,0.0,0.0,0.0,0.0,0.0,0.01169000007212162,0.0,0.0,0.0,0.011830000206828117,0.07242000102996826,0.0,0.0,0.0,0.0,0.018360000103712082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02961999922990799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03790000081062317,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6334699988365173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08466000109910965,0.0,0.0,0.0,0.0,0.0,0.0,0.041669998317956924,0.0,0.0203699991106987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07673999667167664,0.0,0.0,0.014790000393986702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018780000507831573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013819999992847443,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22926999628543854,0.23847000300884247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021880000829696655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12236999720335007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12054000049829483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13086000084877014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3296000063419342,0.02321000024676323,0.0,0.0,0.0,0.0,0.0,0.0,0.018449999392032623,0.0,0.0,0.0,0.0,0.0,0.04631999880075455,0.0,0.0,0.0,0.0,0.030479999259114265,0.015629999339580536,0.0,0.0,0.0,0.0,0.015569999814033508,0.3497599959373474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05762999877333641,0.0,0.015890000388026237,0.0,0.0,0.0,0.015629999339580536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015540000051259995,0.0,0.0,0.0,0.0,0.0,0.0,0.015860000625252724,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.047279998660087585,0.0,0.0,0.02143000066280365,0.0,0.0,0.0,0.0,0.6800600290298462,0.0,0.0,0.0,0.0,0.0,0.04171999916434288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02449999935925007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020999999716877937,0.0,0.0,0.0,0.022530000656843185,0.0213600005954504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021040000021457672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02094000019133091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.030260000377893448,0.0,0.022600000724196434,0.021050000563263893,0.0,0.0,0.17072999477386475,0.0,0.029419999569654465,0.0,0.0,0.0,0.0,0.0,0.011049999855458736,0.0,0.0,0.0,0.0,0.01221999991685152,0.0,0.0,0.0,0.0,0.01706000044941902,0.02563999965786934,0.0,0.011719999834895134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05889999866485596,0.07610999792814255,0.0,0.0,0.0,0.011470000259578228,0.05607999861240387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024940000846982002,0.0,0.0,0.22718000411987305,0.08013000339269638,0.0,0.0,0.0,0.0,0.0,0.011490000411868095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05414000153541565,0.0,0.0,0.013930000364780426,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10085000097751617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0405299998819828,0.0,0.0,0.04377000033855438,0.0,0.2321300059556961,0.0,0.0,0.0,0.0,0.046620000153779984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05048999935388565,0.0,0.0,0.0,0.0,0.0,0.043719999492168427,0.0,0.0,0.0,0.0,0.0,0.0,0.08196000009775162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12887999415397644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043960001319646835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04848000034689903,0.0,0.0
26,0.1899999976158142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2124900072813034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0188400000333786,0.0,0.0,0.017349999397993088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2887600064277649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01672999933362007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09892000257968903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05386999994516373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04349000006914139,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08837000280618668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023159999400377274,0.0,0.0,0.0,0.0,0.2553899884223938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14458000659942627,0.0,0.0,0.0,0.0,0.0,0.06333000212907791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21562999486923218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.022849999368190765,0.0,0.0,0.0,0.0,0.06812000274658203,0.04008999839425087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1975499987602234,0.0,0.0,0.0,0.011989999562501907,0.0,0.0,0.0,0.0,0.04315999895334244,0.05082999914884567,0.0,0.0,0.0,0.3355500102043152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012769999913871288,0.0,0.023019999265670776,0.0,0.0,0.0,0.016580000519752502,0.0,0.01155999954789877,0.0,0.0,0.0,0.0,0.0,0.0,0.027340000495314598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022949999198317528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03412000089883804,0.0,0.033640000969171524,0.0,0.0,0.014179999940097332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
