Number of words in topic: 284
('commerzbank', 0.6733333333)
('capgemini', 0.6733333333)
('fannie', 0.6733333333)
('broe', 0.6733333333)
('asset', 0.6733333333)
('kampen', 0.6733333333)
('kaiser', 0.6733333333)
('daiwa', 0.6733333333)
('ichi', 0.6733333333)
('dimon', 0.6733333333)
('brokerage', 0.6733333333)
('mastercard', 0.6733333333)
('amro', 0.6733333333)
('deloitte', 0.6733333333)
('banque', 0.6733333333)
('hedge', 0.6733333333)
('underwriting', 0.6733333333)
('wolfensohn', 0.6733333333)
('advanta', 0.6733333333)
('calyon', 0.6733333333)
('worldcom', 0.6733333333)
('broker', 0.6733333333)
('societe', 0.6733333333)
('guaranty', 0.6733333333)
('cibc', 0.6733333333)

Number of words in topic: 247
('investment', 0.6733333333)
('producing', 0.6733333333)
('outsourcing', 0.6733333333)
('manufacture', 0.6733333333)
('nickel', 0.6733333333)
('greenhouse', 0.6733333333)
('wealthy', 0.6733333333)
('textile', 0.6733333333)
('niche', 0.6733333333)
('sell', 0.6733333333)
('selling', 0.6733333333)
('reliant', 0.6733333333)
('cubic', 0.6733333333)
('energy', 0.6733333333)
('investing', 0.6733333333)
('billion', 0.6733333333)
('irrigation', 0.6733333333)
('catering', 0.6733333333)
('distribution', 0.6733333333)
('reduction', 0.6733333333)
('domestic', 0.6733333333)
('healthcare', 0.6733333333)
('global', 0.6733333333)
('clean', 0.6733333333)
('repair', 0.6733333333)
('importing', 0.6733333333)
('handling', 0.6733333333)
('buying', 0.6733333333)
('refinery', 0.6733333333)
('money', 0.6733333333)
('bulk', 0.6733333333)
('dependence', 0.6733333333)
('household', 0.6733333333)
('fund', 0.6733333333)
('farm', 0.6733333333)
('import', 0.6733333333)
('tourism', 0.6733333333)
('machinery', 0.6733333333)
('cleaner', 0.6733333333)
('carbon', 0.6733333333)
('stream', 0.6733333333)
('fuel', 0.6733333333)
('offshore', 0.6733333333)
('construction', 0.6733333333)
('capacity', 0.6733333333)
('bought', 0.6733333333)
('existing', 0.6733333333)
('commerce', 0.6733333333)
('deregulation', 0.6733333333)
('income', 0.6733333333)
('feed', 0.6733333333)
('care', 0.6733333333)
('fortune', 0.6733333333)
('natural', 0.6733333333)
('boom', 0.6733333333)
('trade', 0.6733333333)
('million', 0.6733333333)
('grocery', 0.6733333333)
('operate', 0.6733333333)
('crop', 0.6733333333)
('farming', 0.6733333333)
('dependent', 0.6733333333)
('efficiency', 0.6733333333)
('cleaning', 0.6733333333)
('rental', 0.6733333333)
('upgrading', 0.6733333333)
('industry', 0.6733333333)
('manpower', 0.6733333333)
('uranium', 0.6733333333)
('premium', 0.6733333333)
('drilling', 0.6733333333)
('printing', 0.6733333333)
('export', 0.6733333333)
('supermarket', 0.6733333333)
('corporation', 0.6733333333)
('consumption', 0.6733333333)
('unit', 0.6733333333)
('wealth', 0.6733333333)
('cement', 0.6733333333)
('aging', 0.6733333333)
('utility', 0.6733333333)
('leisure', 0.6733333333)
('tech', 0.6733333333)
('delivery', 0.6733333333)
('transport', 0.6733333333)
('workforce', 0.6733333333)
('plant', 0.6733333333)
('property', 0.6733333333)
('petrol', 0.6733333333)
('project', 0.6733333333)
('rich', 0.6733333333)
('sale', 0.6733333333)
('livelihood', 0.6733333333)
('efficient', 0.6733333333)
('shortage', 0.6733333333)
('developing', 0.6733333333)
('contracting', 0.6733333333)
('mining', 0.6733333333)
('upgrade', 0.6733333333)
('rural', 0.6733333333)
('total', 0.6733333333)
('health', 0.6733333333)
('agricultural', 0.6733333333)
('polluting', 0.6733333333)
('land', 0.6733333333)
('redesign', 0.6733333333)
('chain', 0.6733333333)
('refining', 0.6733333333)
('recycling', 0.6733333333)
('purchase', 0.6733333333)
('storage', 0.6733333333)
('innovation', 0.6733333333)
('consuming', 0.6733333333)
('production', 0.6733333333)
('company', 0.6733333333)
('poor', 0.6733333333)
('funding', 0.6733333333)
('tobacco', 0.6733333333)
('expensive', 0.6733333333)
('pumping', 0.6733333333)
('environment', 0.6733333333)
('logging', 0.6733333333)
('marketing', 0.6733333333)
('worth', 0.6733333333)
('expenditure', 0.6733333333)
('estate', 0.6733333333)
('urban', 0.6733333333)
('acquisition', 0.6733333333)
('worldwide', 0.6733333333)
('abundant', 0.6733333333)
('management', 0.6733333333)
('marketplace', 0.6733333333)
('product', 0.6733333333)
('lucrative', 0.6733333333)
('scarce', 0.6733333333)
('enterprise', 0.6733333333)
('equipment', 0.6733333333)
('pollution', 0.6733333333)
('housing', 0.6733333333)
('inexpensive', 0.6733333333)
('retail', 0.6733333333)
('operating', 0.6733333333)
('coal', 0.6733333333)
('reliance', 0.6733333333)
('food', 0.6733333333)
('disposal', 0.6733333333)
('revenue', 0.6733333333)
('plentiful', 0.6733333333)
('exploration', 0.6733333333)
('exporter', 0.6733333333)
('stockpile', 0.6733333333)
('petroleum', 0.6733333333)
('drainage', 0.6733333333)
('flow', 0.6733333333)
('contributing', 0.6733333333)
('dioxide', 0.6733333333)
('accounting', 0.6733333333)
('exploitation', 0.6733333333)
('waste', 0.6733333333)
('sold', 0.6733333333)
('gasoline', 0.6733333333)
('exporting', 0.6733333333)
('mineral', 0.6733333333)
('heating', 0.6733333333)
('industrial', 0.6733333333)
('produce', 0.6733333333)
('poorer', 0.6733333333)
('generating', 0.6733333333)
('grown', 0.6733333333)
('processing', 0.6733333333)
('chemical', 0.6733333333)
('packaging', 0.6733333333)
('factory', 0.6733333333)
('recreational', 0.6733333333)
('technology', 0.6733333333)
('cheaper', 0.6733333333)
('sanitation', 0.6733333333)
('pipeline', 0.6733333333)
('electricity', 0.6733333333)
('water', 0.6733333333)
('supplier', 0.6733333333)
('fare', 0.6733333333)
('convenience', 0.6733333333)
('store', 0.6733333333)
('cheap', 0.6733333333)
('resource', 0.6733333333)
('cash', 0.6733333333)
('pump', 0.6733333333)
('booming', 0.6733333333)
('merchandise', 0.6733333333)
('maintenance', 0.6733333333)
('agriculture', 0.6733333333)
('grow', 0.6733333333)
('expertise', 0.6733333333)
('farmland', 0.6733333333)
('commercial', 0.6733333333)
('employment', 0.6733333332)
('copper', 0.6733333332)
('sector', 0.6733333331)
('downstream', 0.6733333328)
('financing', 0.6733333328)
('electrical', 0.6733333328)
('inadequate', 0.6733333326)
('package', 0.6733333322)
('advertising', 0.6733333321)
('alternative', 0.6733333321)
('scheme', 0.6733333316)
('attractive', 0.6733333313)
('competitive', 0.6733333305)
('planting', 0.6733333303)
('productive', 0.6733333299)
('supplying', 0.6733333291)
('contractor', 0.673333328)
('invest', 0.6733333278)
('corporate', 0.6733333277)
('availability', 0.6733333264)
('livestock', 0.6733333118)
('cost', 0.6733333094)
('vast', 0.6733333002)
('developer', 0.673333289)
('development', 0.6733332706)
('inefficient', 0.673333268)
('access', 0.6733332665)
('purchasing', 0.6733332487)
('controlling', 0.6733332441)
('emerging', 0.673333202)
('generation', 0.6733331755)
('venture', 0.6733331714)
('shipping', 0.6733330901)
('safer', 0.6733329181)
('customer', 0.6733328468)
('amount', 0.6733328031)
('expansion', 0.6733326349)
('build', 0.673332629)
('rapid', 0.6733325329)
('costing', 0.6733312526)
('expanding', 0.6733309977)
('generate', 0.6733304634)
('insurance', 0.6733274394)
('ranging', 0.6733037928)
('affecting', 0.6733008709)
('benefit', 0.6733001077)
('innovative', 0.6732915418)
('quality', 0.6732218862)
('pricing', 0.6731605578)
('airline', 0.672395914)
('largest', 0.6715409606)

Number of words in topic: 366
('carrie', 0.6733333333)
('donny', 0.6733333333)
('donna', 0.6733333333)
('ethel', 0.6733333333)
('gere', 0.6733333333)
('carla', 0.6733333333)
('anne', 0.6733333333)
('natalie', 0.6733333333)
('carrey', 0.6733333333)
('sheila', 0.6733333333)
('caroline', 0.6733333333)
('winehouse', 0.6733333333)
('geraldine', 0.6733333333)
('streisand', 0.6733333333)
('louisa', 0.6733333333)
('knightley', 0.6733333333)
('aretha', 0.6733333333)
('barrymore', 0.6733333333)
('helen', 0.6733333333)
('blethyn', 0.6733333333)
('beyonce', 0.6733333333)
('supermodel', 0.6733333333)
('sunita', 0.6733333333)
('melissa', 0.6733333333)
('barbara', 0.6733333333)
('jada', 0.6733333333)
('sandra', 0.6733333333)
('naomi', 0.6733333333)
('neeson', 0.6733333333)
('louise', 0.6733333333)
('rowling', 0.6733333333)
('eileen', 0.6733333333)
('amelia', 0.6733333333)
('carmen', 0.6733333333)
('torvill', 0.6733333333)
('jagger', 0.6733333333)
('angelina', 0.6733333333)
('bonnie', 0.6733333333)
('juliette', 0.6733333333)
('raitt', 0.6733333333)
('renee', 0.6733333333)
('springsteen', 0.6733333333)
('fabiola', 0.6733333333)
('alice', 0.6733333333)
('allie', 0.6733333333)
('madonna', 0.6733333333)
('claire', 0.6733333333)
('bridget', 0.6733333333)
('sister', 0.6733333333)
('depp', 0.6733333333)
('theron', 0.6733333333)
('dench', 0.6733333333)
('kudrow', 0.6733333333)
('eliza', 0.6733333333)
('clara', 0.6733333333)
('michelle', 0.6733333333)
('monica', 0.6733333333)
('gwyneth', 0.6733333333)
('vicki', 0.6733333333)
('margaret', 0.6733333333)
('gabrielle', 0.6733333333)
('stallone', 0.6733333333)
('mariah', 0.6733333333)
('jude', 0.6733333333)
('scorsese', 0.6733333333)
('audrey', 0.6733333333)
('olivia', 0.6733333333)
('dicaprio', 0.6733333333)
('diana', 0.6733333333)
('lauren', 0.6733333333)
('joanne', 0.6733333333)
('deborah', 0.6733333333)
('susan', 0.6733333333)
('meryl', 0.6733333333)
('stephanie', 0.6733333333)
('natasha', 0.6733333333)
('katie', 0.6733333333)
('tina', 0.6733333333)
('hasselhoff', 0.6733333333)
('rebecca', 0.6733333333)
('harriet', 0.6733333333)
('jennifer', 0.6733333333)
('aguilera', 0.6733333333)
('daisy', 0.6733333333)
('helena', 0.6733333333)
('eastwood', 0.6733333333)
('emma', 0.6733333333)
('catherine', 0.6733333333)
('jane', 0.6733333333)
('jacqueline', 0.6733333333)
('stefani', 0.6733333333)
('diane', 0.6733333333)
('zeta', 0.6733333333)
('britney', 0.6733333333)
('cherie', 0.6733333333)
('gellar', 0.6733333333)
('beth', 0.6733333333)
('mary', 0.6733333333)
('cara', 0.6733333333)
('soderbergh', 0.6733333333)
('streep', 0.6733333333)
('joanna', 0.6733333333)
('lisa', 0.6733333333)
('anjelica', 0.6733333333)
('niro', 0.6733333333)
('estefan', 0.6733333333)
('katherine', 0.6733333333)
('federline', 0.6733333333)
('edith', 0.6733333333)
('sophie', 0.6733333333)
('householder', 0.6733333333)
('cosby', 0.6733333333)
('courteney', 0.6733333333)
('marguerite', 0.6733333333)
('sylvia', 0.6733333333)
('abigail', 0.6733333333)
('barbra', 0.6733333333)
('marcia', 0.6733333333)
('maclaine', 0.6733333333)
('judi', 0.6733333333)
('marilyn', 0.6733333333)
('radcliffe', 0.6733333333)
('hepburn', 0.6733333333)
('suha', 0.6733333333)
('jessica', 0.6733333333)
('rachel', 0.6733333333)
('yearwood', 0.6733333333)
('bruni', 0.6733333333)
('angela', 0.6733333333)
('jemima', 0.6733333333)
('karin', 0.6733333333)
('shabazz', 0.6733333333)
('magdalene', 0.6733333333)
('annie', 0.6733333333)
('angie', 0.6733333333)
('carol', 0.6733333333)
('debbie', 0.6733333333)
('cate', 0.6733333333)
('blanchett', 0.6733333333)
('lynne', 0.6733333333)
('bening', 0.6733333333)
('plath', 0.6733333333)
('celine', 0.6733333333)
('amanda', 0.6733333333)
('clooney', 0.6733333333)
('debra', 0.6733333333)
('bono', 0.6733333333)
('paula', 0.6733333333)
('denise', 0.6733333333)
('kathleen', 0.6733333333)
('foxx', 0.6733333333)
('gail', 0.6733333333)
('dame', 0.6733333333)
('marie', 0.6733333333)
('susanna', 0.6733333333)
('gwen', 0.6733333333)
('avril', 0.6733333333)
('lena', 0.6733333333)
('paltrow', 0.6733333333)
('julie', 0.6733333333)
('vicky', 0.6733333333)
('binoche', 0.6733333333)
('karen', 0.6733333333)
('claudia', 0.6733333333)
('hannah', 0.6733333333)
('teri', 0.6733333333)
('hilary', 0.6733333333)
('margot', 0.6733333333)
('quaid', 0.6733333333)
('dorothy', 0.6733333333)
('charlize', 0.6733333333)
('sinatra', 0.6733333333)
('gemma', 0.6733333333)
('alicia', 0.6733333333)
('belle', 0.6733333333)
('cattrall', 0.6733333333)
('keaton', 0.6733333333)
('cynthia', 0.6733333333)
('linda', 0.6733333333)
('timberlake', 0.6733333333)
('yvette', 0.6733333333)
('faye', 0.6733333333)
('camilla', 0.6733333333)
('anita', 0.6733333333)
('maggie', 0.6733333333)
('osbourne', 0.6733333333)
('stiller', 0.6733333333)
('alison', 0.6733333333)
('nicki', 0.6733333333)
('jeanne', 0.6733333333)
('nancy', 0.6733333333)
('annette', 0.6733333333)
('nellie', 0.6733333333)
('kate', 0.6733333333)
('felicity', 0.6733333333)
('tautou', 0.6733333333)
('jessy', 0.6733333333)
('norah', 0.6733333333)
('aniston', 0.6733333333)
('judith', 0.6733333333)
('cathy', 0.6733333333)
('anna', 0.6733333333)
('pamela', 0.6733333333)
('ziyi', 0.6733333333)
('alexandra', 0.6733333333)
('zellweger', 0.6733333333)
('bardem', 0.6733333333)
('wendy', 0.6733333333)
('minogue', 0.6733333333)
('sarah', 0.6733333333)
('stella', 0.6733333333)
('selma', 0.6733333333)
('fonda', 0.6733333333)
('brenda', 0.6733333333)
('lana', 0.6733333333)
('marianne', 0.6733333333)
('julia', 0.6733333333)
('kylie', 0.6733333333)
('gillian', 0.6733333333)
('girlfriend', 0.6733333333)
('melinda', 0.6733333333)
('arquette', 0.6733333333)
('astronaut', 0.6733333333)
('samantha', 0.6733333333)
('chaplin', 0.6733333333)
('blige', 0.6733333333)
('phoebe', 0.6733333333)
('presley', 0.6733333333)
('ensler', 0.6733333333)
('laura', 0.6733333333)
('ruth', 0.6733333333)
('bonham', 0.6733333333)
('christina', 0.6733333333)
('theresa', 0.6733333333)
('imelda', 0.6733333333)
('antonia', 0.6733333333)
('jenny', 0.6733333333)
('lucy', 0.6733333333)
('christine', 0.6733333333)
('kinsey', 0.6733333333)
('dion', 0.6733333333)
('blanche', 0.6733333333)
('ozzy', 0.6733333333)
('roberta', 0.6733333333)
('raquel', 0.6733333333)
('jolie', 0.6733333333)
('jill', 0.6733333333)
('nicole', 0.6733333333)
('stevie', 0.6733333333)
('winslet', 0.6733333333)
('lorraine', 0.6733333333)
('darin', 0.6733333333)
('vanessa', 0.6733333333)
('elizabeth', 0.6733333333)
('kelli', 0.6733333333)
('connery', 0.6733333333)
('sara', 0.6733333333)
('teena', 0.6733333333)
('brando', 0.6733333333)
('joan', 0.6733333333)
('patricia', 0.6733333333)
('kristin', 0.6733333333)
('ella', 0.6733333333)
('kathy', 0.6733333333)
('denzel', 0.6733333333)
('letitia', 0.6733333333)
('cristie', 0.6733333333)
('nora', 0.6733333333)
('ellen', 0.6733333333)
('hermione', 0.6733333333)
('jayne', 0.6733333333)
('beckinsale', 0.6733333332)
('elise', 0.6733333332)
('antoinette', 0.6733333332)
('shirley', 0.6733333332)
('parton', 0.6733333332)
('spacey', 0.6733333332)
('bogart', 0.6733333332)
('keira', 0.6733333332)
('lynda', 0.6733333331)
('brosnan', 0.6733333331)
('lulu', 0.6733333331)
('janet', 0.673333333)
('ruby', 0.673333333)
('lavigne', 0.673333333)
('tripp', 0.6733333329)
('aishwarya', 0.6733333328)
('judy', 0.6733333328)
('fiancee', 0.6733333327)
('jeanette', 0.6733333327)
('depardieu', 0.6733333326)
('belinda', 0.6733333325)
('soprano', 0.6733333324)
('clarkson', 0.6733333324)
('janie', 0.6733333323)
('boyfriend', 0.6733333321)
('lorna', 0.6733333319)
('zara', 0.6733333318)
('hayley', 0.6733333317)
('sebold', 0.6733333315)
('heather', 0.6733333308)
('hazel', 0.6733333306)
('jennie', 0.6733333305)
('scarlett', 0.6733333304)
('deirdre', 0.6733333304)
('sonia', 0.6733333304)
('suzie', 0.6733333296)
('katharine', 0.6733333295)
('belafonte', 0.6733333294)
('swank', 0.6733333291)
('charlene', 0.6733333288)
('janine', 0.6733333282)
('dustin', 0.6733333275)
('ewan', 0.6733333274)
('sienna', 0.6733333266)
('fiona', 0.6733333257)
('ciara', 0.673333325)
('schindler', 0.6733333244)
('fran', 0.6733333243)
('poitier', 0.6733333222)
('yolande', 0.6733333213)
('huston', 0.6733333203)
('jackie', 0.6733333198)
('annabelle', 0.6733333197)
('orson', 0.6733333123)
('mcqueen', 0.6733333095)
('patsy', 0.6733333095)
('tracey', 0.6733333085)
('rourke', 0.6733333062)
('brigitte', 0.6733332964)
('aunt', 0.6733332874)
('verdon', 0.6733332825)
('alda', 0.6733332777)
('wintour', 0.6733332672)
('redford', 0.6733332566)
('kirsten', 0.6733331313)
('merle', 0.6733331192)
('wife', 0.6733331176)
('gretchen', 0.6733330027)
('keanu', 0.6733329721)
('estelle', 0.6733329312)
('duvall', 0.6733329108)
('sylvester', 0.6733328895)
('lange', 0.6733326469)
('jacqui', 0.6733324734)
('daughter', 0.6733321666)
('chrissie', 0.6733319794)
('sweetheart', 0.6733319466)
('geri', 0.6733316887)
('laurie', 0.6733314123)
('anastacia', 0.6733311413)
('amma', 0.6733304185)
('nana', 0.6733265072)
('andrea', 0.6733261638)
('bergman', 0.6733223599)
('jeannie', 0.6733215774)
('halle', 0.6733148328)
('ossie', 0.6732974202)
('missy', 0.6732900941)
('alfie', 0.6732690254)
('dina', 0.673211707)
('jackman', 0.6732091033)
('giselle', 0.6726382339)
('danner', 0.6720772348)
('hamm', 0.6708867569)
('hannigan', 0.4240417981)

Number of words in topic: 424
('suit', 0.6733333333)
('meanwhile', 0.6733333333)
